500.1451612903226,656.5322580645161
565.9516129032259,610.0806451612902
624.016129032258,555.8870967741935
691.1129032258063,505.56451612903226
740.1451612903227,465.56451612903226
785.3064516129032,429.4354838709677
833.0483870967741,384.2741935483871
879.5,357.17741935483866
914.3387096774193,331.3709677419355
482.0806451612903,571.3709677419355
571.1129032258063,518.4677419354839
627.8870967741937,461.69354838709677
692.4032258064517,413.95161290322574
755.6290322580644,375.241935483871
804.6612903225807,337.8225806451612
845.9516129032256,302.98387096774195
884.6612903225805,274.5967741935484
924.6612903225805,255.24193548387098
476.9193548387097,447.5
565.9516129032259,401.04838709677415
635.6290322580644,358.4677419354839
706.5967741935483,305.5645161290322
763.3709677419354,266.85483870967744
807.241935483871,237.17741935483866
864.016129032258,206.20967741935488
906.5967741935483,172.6612903225806
950.4677419354839,146.85483870967744
391.7580645161291,593.3064516129032
381.43548387096774,518.4677419354839
380.1451612903226,393.3064516129032
467.8870967741936,336.5322580645161
538.8548387096773,299.11290322580646
607.241935483871,259.11290322580646
660.1451612903227,221.6935483870967
719.5,193.30645161290317
767.241935483871,168.79032258064512
822.7258064516129,137.82258064516122
873.0483870967741,105.5645161290322
325.9516129032258,532.6612903225806
298.85483870967744,452.6612903225806
285.9516129032258,340.4032258064516
385.30645161290323,286.2096774193549
464.0161290322581,248.79032258064512
528.5322580645161,216.5322580645161
590.4677419354839,186.85483870967744
643.3709677419354,158.4677419354839
697.5645161290322,128.79032258064512
750.4677419354839,105.5645161290322
790.4677419354839,81.04838709677415
258.85483870967744,493.9516129032258
242.0806451612903,399.758064516129
226.5967741935484,284.91935483870964
316.9193548387097,239.75806451612902
393.0483870967742,206.20967741935488
454.9838709677419,179.11290322580646
519.5,148.14516129032256
573.6935483870968,124.91935483870964
636.9193548387098,102.98387096774195
688.5322580645161,73.30645161290317
724.6612903225807,55.241935483870975
